id_nodo; timestamp; temperatura; humedad; CO2; volatiles
Equipo9;1650886421176;25.00;38.00;646.00;37.00
Equipo9;1650886439709;25.00;38.00;665.00;40.00
Equipo9;1650886455005;25.00;39.00;690.00;44.00
Equipo9;1650886470361;25.00;39.00;665.00;40.00
Equipo9;1650886485670;25.00;38.00;697.00;45.00
Equipo9;1650886500972;25.00;39.00;793.00;59.00
Equipo9;1650886516278;25.00;39.00;832.00;65.00
Equipo9;1650886531580;25.00;40.00;712.00;47.00
Equipo9;1650886546882;25.00;40.00;656.00;39.00
Equipo9;1650886562182;25.00;40.00;656.00;39.00
Equipo9;1650886577564;25.00;40.00;690.00;44.00
Equipo9;1650886592869;25.00;39.00;665.00;40.00
Equipo9;1650886608167;25.00;39.00;712.00;47.00
Equipo9;1650886623457;25.00;40.00;733.00;50.00
Equipo9;1650886638754;26.00;42.00;704.00;46.00
Equipo9;1650886654048;27.00;38.00;704.00;46.00
Equipo9;1650886669345;27.00;36.00;704.00;46.00
Equipo9;1650886684641;27.00;35.00;665.00;40.00
Equipo9;1650886699936;27.00;35.00;690.00;44.00
Equipo9;1650886715232;27.00;35.00;690.00;44.00
Equipo9;1650886730531;27.00;35.00;633.00;35.00
Equipo9;1650886745839;27.00;36.00;617.00;33.00
Equipo9;1650886761133;26.00;36.00;672.00;41.00
Equipo9;1650886776427;26.00;37.00;646.00;37.00
Equipo9;1650886791724;26.00;37.00;612.00;32.00
Equipo9;1650886807017;26.00;37.00;612.00;32.00
Equipo9;1650886822312;26.00;37.00;574.00;26.00
Equipo9;1650886837606;26.00;37.00;656.00;39.00
Equipo9;1650886852900;26.00;38.00;656.00;39.00
Equipo9;1650886868181;26.00;39.00;646.00;37.00
Equipo9;1650886883487;26.00;38.00;617.00;33.00
Equipo9;1650886898782;25.00;37.00;617.00;33.00
Equipo9;1650886914100;25.00;37.00;690.00;44.00
Equipo9;1650886929408;25.00;38.00;704.00;46.00
Equipo9;1650886944704;25.00;38.00;690.00;44.00
Equipo9;1650886960123;25.00;38.00;690.00;44.00
Equipo9;1650886975512;25.00;38.00;679.00;42.00
Equipo9;1650886990808;25.00;39.00;665.00;40.00
Equipo9;1650887006120;25.00;39.00;672.00;41.00
Equipo9;1650887021437;25.00;39.00;672.00;41.00
Equipo9;1650887036738;25.00;39.00;704.00;46.00
Equipo9;1650887052049;25.00;40.00;656.00;39.00
Equipo9;1650887067347;25.00;40.00;640.00;36.00
Equipo9;1650887082743;25.00;39.00;656.00;39.00
Equipo9;1650887098039;25.00;39.00;603.00;30.00
Equipo9;1650887113332;25.00;38.00;534.00;20.00
Equipo9;1650887128626;25.00;39.00;617.00;33.00
Equipo9;1650887143953;25.00;39.00;566.00;25.00
Equipo9;1650887159381;25.00;38.00;603.00;30.00
Equipo9;1650887174699;25.00;38.00;594.00;29.00
Equipo9;1650887189995;25.00;39.00;548.00;22.00
Equipo9;1650887205420;25.00;38.00;588.00;28.00
Equipo9;1650887220756;25.00;38.00;726.00;49.00
Equipo9;1650887236074;25.00;38.00;733.00;50.00
Equipo9;1650887251374;25.00;38.00;497.00;14.00
Equipo9;1650887266875;25.00;36.00;588.00;28.00
Equipo9;1650887282411;25.00;38.00;672.00;41.00
Equipo9;1650887297725;25.00;38.00;672.00;41.00
Equipo9;1650887313041;25.00;38.00;597.00;30.00
Equipo9;1650887328340;25.00;38.00;566.00;25.00
Equipo9;1650887343641;25.00;38.00;566.00;25.00
Equipo9;1650887374227;25.00;38.00;530.00;19.00
Equipo9;1650887389532;25.00;38.00;530.00;19.00
Equipo9;1650887404831;25.00;37.00;540.00;21.00
Equipo9;1650887420130;25.00;38.00;548.00;22.00
